Time,Lot,pH,Temp,Current,Voltage,DTime,QC
04:39.0,7,2.65,21.98,4.47,3.22,2021-09-06,1
04:44.0,7,1.71,22.64,3.23,3.67,2021-09-06,1
04:49.0,7,2.22,25.49,3.56,4.75,2021-09-06,1
04:54.0,7,2.78,23.69,3.94,4.96,2021-09-06,1
04:59.0,7,1.56,23.99,4.33,4.47,2021-09-06,1
05:04.0,7,2.45,22.45,3.23,3.43,2021-09-06,1
05:09.0,7,2.13,25.04,4.46,3.6,2021-09-06,1
05:14.0,7,2.64,24.43,3.09,4.24,2021-09-06,1
05:19.0,7,2.37,25.18,4.46,3.41,2021-09-06,1
05:24.0,7,2.69,27.59,4.43,3.09,2021-09-06,1
05:29.0,7,2.51,21.38,3.99,3.87,2021-09-06,1
05:34.0,7,1.51,27.5,3.38,3.32,2021-09-06,1
05:39.0,7,2.6,24.75,4.39,4.2,2021-09-06,1
05:44.0,7,2.83,21.11,3.72,3.49,2021-09-06,1
05:49.0,7,2,26.11,3.38,3.86,2021-09-06,1
05:54.0,7,2.04,23.95,3.12,4.36,2021-09-06,1
05:59.0,7,2.57,25.68,4.31,4,2021-09-06,1
06:04.0,7,2.87,23.16,3.73,3.14,2021-09-06,1
06:09.1,7,2.78,27.63,3.12,3.69,2021-09-06,1
06:14.1,7,1.98,23.38,3.13,3.03,2021-09-06,1
06:19.1,7,2.4,25.92,3.31,4.64,2021-09-06,1
06:24.1,7,2.85,26.11,4.45,3.38,2021-09-06,1
06:29.1,7,2.77,21.8,4.17,3.62,2021-09-06,1
06:34.1,7,1.82,25.06,3.62,4.9,2021-09-06,1
06:39.1,7,2.2,21.64,4.16,4.75,2021-09-06,1
06:44.1,7,1.76,23.08,3.03,4.64,2021-09-06,1
06:49.1,7,1.65,27.41,4.2,3.64,2021-09-06,1
06:54.1,7,2.31,23,3.53,3.4,2021-09-06,1
06:59.1,7,2.84,23.91,3.4,4.88,2021-09-06,1
07:04.1,7,2.31,21.11,4.33,3.46,2021-09-06,1
07:09.1,7,2.72,24.92,3.95,4.32,2021-09-06,1
07:14.1,7,2.91,25.9,3.4,4.73,2021-09-06,1
07:19.1,7,1.69,26.12,3.9,3.14,2021-09-06,1
07:24.1,7,2.8,26.46,3.5,4.46,2021-09-06,1
07:29.1,7,2.12,26.5,3.72,3.98,2021-09-06,1
07:34.2,7,2.7,26.09,3.72,4.08,2021-09-06,1
07:39.2,7,2.19,25.04,3.78,4.71,2021-09-06,1
07:44.2,7,2.77,24.92,3.67,3.3,2021-09-06,1
07:49.2,7,2.78,26.96,3.86,4.59,2021-09-06,1
07:54.2,7,2.7,24.07,3.12,4.11,2021-09-06,1
07:59.2,7,2.69,26.38,4.03,4.36,2021-09-06,1
08:04.2,7,2.15,25.66,4.31,4.34,2021-09-06,1
08:09.2,7,1.83,22.38,3.84,4.42,2021-09-06,1
08:14.2,7,1.8,26.62,3.4,4.23,2021-09-06,1
08:19.2,7,1.7,25.13,3.24,4.88,2021-09-06,1
08:24.2,7,2.53,25.29,3.94,3.14,2021-09-06,1
08:29.2,7,1.67,27.19,3.14,4.24,2021-09-06,1
08:34.2,7,1.53,25.73,4.14,3.02,2021-09-06,1
08:39.2,7,2.76,24.99,3.02,3.59,2021-09-06,1
08:44.2,7,1.74,23.82,3.66,3.51,2021-09-06,1
08:49.2,7,2.06,24.54,3.2,3.95,2021-09-06,1
08:54.2,7,2.75,23.56,4.42,3.42,2021-09-06,1
08:59.2,7,1.75,24.57,3.41,3.58,2021-09-06,1
09:04.2,7,2.59,21.2,3.9,4.06,2021-09-06,1
09:09.2,7,2.75,21.84,3.91,4.9,2021-09-06,1
09:14.2,7,1.96,27.96,3.47,4.66,2021-09-06,1
09:19.3,7,1.8,25.86,3.9,3.92,2021-09-06,1
09:24.3,7,2.53,22.08,4.12,3.32,2021-09-06,1
09:29.3,7,1.61,25.14,3.89,3.08,2021-09-06,1
09:34.3,7,2.17,23.87,3.96,3.77,2021-09-06,1
10:02.2,8,1.8,24.96,3.44,3.59,2021-09-06,1
10:07.2,8,2.64,23.92,4.46,4.42,2021-09-06,1
10:12.2,8,1.58,25.12,4.4,4.61,2021-09-06,1
10:17.2,8,1.67,24.69,3.15,4.78,2021-09-06,1
10:22.2,8,2.42,27.29,3.59,3.21,2021-09-06,1
10:27.2,8,2.25,26.97,4.48,4.63,2021-09-06,1
10:32.2,8,2.04,24.8,3.01,4.17,2021-09-06,1
10:37.2,8,2.29,22.07,3.02,3.39,2021-09-06,1
10:42.3,8,2.06,23.77,4.32,3.01,2021-09-06,1
10:47.3,8,1.71,26.15,4.07,3.93,2021-09-06,1
10:52.3,8,2.71,21.68,4.26,3.71,2021-09-06,1
10:57.3,8,1.73,24.46,3.74,3.2,2021-09-06,1
11:02.3,8,1.78,24.29,4.42,3.27,2021-09-06,1
11:07.3,8,2.82,25.42,3.17,3.08,2021-09-06,1
11:12.3,8,1.77,24.68,3.95,3.13,2021-09-06,1
11:17.3,8,1.78,23.31,4.38,3.55,2021-09-06,1
11:22.3,8,2.28,24.72,4.08,3.61,2021-09-06,1
11:27.3,8,2.44,23.78,3.35,4.09,2021-09-06,1
11:32.3,8,1.86,27.12,3.17,3.9,2021-09-06,1
11:37.3,8,2.93,27.26,4.13,4.75,2021-09-06,1
11:42.3,8,2.92,22.86,4.26,3.05,2021-09-06,1
11:47.3,8,2.55,21.49,3.83,4.55,2021-09-06,1
11:52.3,8,1.52,21.46,3.96,3.09,2021-09-06,1
11:57.3,8,2.73,22.62,4.44,3.33,2021-09-06,1
12:02.4,8,2.84,26.7,3.77,3.07,2021-09-06,1
12:07.4,8,1.97,26.74,3.47,3.75,2021-09-06,1
12:12.4,8,2.81,27.8,3.36,3.42,2021-09-06,1
12:17.4,8,2.51,25.65,3.84,3.82,2021-09-06,1
12:22.4,8,2.23,27.93,3.18,4.65,2021-09-06,1
12:27.4,8,1.85,26.81,4.01,3.05,2021-09-06,1
12:32.4,8,2.01,25.86,3.78,3.32,2021-09-06,1
12:37.4,8,2.3,24.81,3.93,4.37,2021-09-06,1
12:42.4,8,1.54,22.31,4.37,4.33,2021-09-06,1
12:47.4,8,2.59,22.74,3.2,3.18,2021-09-06,1
12:52.4,8,2.03,27.41,4.08,3.22,2021-09-06,1
12:57.4,8,1.7,21.32,3.37,4.95,2021-09-06,1
13:02.4,8,1.63,22.64,3.28,4.7,2021-09-06,1
13:07.4,8,2.98,25.05,3.48,3.28,2021-09-06,1
13:12.4,8,2.45,23.77,3.39,3.51,2021-09-06,1
13:17.4,8,2.03,24.01,3.08,4.29,2021-09-06,1
13:22.4,8,5.27,23.99,3.37,3.22,2021-09-06,1
13:27.4,8,2.11,26.16,3.76,4.87,2021-09-06,1
13:32.4,8,4.34,24.48,4,1.97,2021-09-06,1
13:37.5,8,1.89,24.8,3.55,3.04,2021-09-06,1
13:42.5,8,2.35,23.79,4.12,4.54,2021-09-06,1
13:47.5,8,2.81,22.94,3.35,4.61,2021-09-06,1
13:52.5,8,1.59,21.52,4.19,4.42,2021-09-06,1
13:57.5,8,1.69,24.69,4.37,3.8,2021-09-06,1
14:02.5,8,1.92,24.37,3.78,4.56,2021-09-06,1
14:07.5,8,2.54,24.93,3.56,3.77,2021-09-06,1
14:12.5,8,2.83,26.28,3.56,4.62,2021-09-06,1
14:17.5,8,2.59,22.36,3.25,4.15,2021-09-06,1
14:22.5,8,1.65,22.36,3.54,4.44,2021-09-06,1
14:27.5,8,2.15,24.84,4.32,4.71,2021-09-06,1
14:32.5,8,1.58,27.87,4.13,4.17,2021-09-06,1
14:37.5,8,2.7,24.57,3.42,4.11,2021-09-06,1
14:42.5,8,1.67,26.75,4.12,4.18,2021-09-06,1
14:47.5,8,2.52,22.74,3.9,3.27,2021-09-06,1
14:52.5,8,1.51,23.32,3.38,4.89,2021-09-06,1
14:57.5,8,2.58,24.13,3.69,4.22,2021-09-06,1
15:02.5,8,4.73,24.6,3.97,4.58,2021-09-06,1
15:07.5,8,2.11,27.44,4.35,3.84,2021-09-06,1
15:12.5,8,2.49,22.99,4.35,4,2021-09-06,1
15:17.5,8,2.82,25.94,3.57,3.91,2021-09-06,1
15:22.5,8,1.89,27.63,3.37,4.31,2021-09-06,1
15:27.6,8,1.84,26.21,3.62,3.57,2021-09-06,1
15:32.6,8,2.6,22.64,3.64,4.27,2021-09-06,1
15:37.6,8,2.89,21.15,3.94,3.78,2021-09-06,1
15:42.6,8,2.54,24.86,4.46,3.77,2021-09-06,1
16:08.4,9,2.55,21.97,4.44,4.41,2021-09-06,1
16:13.4,9,2.97,23.17,3.84,3.08,2021-09-06,1
16:18.4,9,2.46,22.24,4.47,4.24,2021-09-06,1
16:23.4,9,1.95,22.8,4.48,3.91,2021-09-06,1
16:28.4,9,2.04,26.16,3.79,4.2,2021-09-06,1
16:33.4,9,2.24,27.11,4.28,3.03,2021-09-06,1
16:38.4,9,1.6,26.81,3.67,4.68,2021-09-06,1
16:43.4,9,2.85,23.02,3.13,3.52,2021-09-06,1
16:48.4,9,1.82,26.23,3.89,3.73,2021-09-06,1
16:53.4,9,2.88,23.52,3.9,4.89,2021-09-06,1
16:58.4,9,1.85,26.41,4.35,3.66,2021-09-06,1
17:03.4,9,2.84,27.59,3.79,4.35,2021-09-06,1
17:08.4,9,2.96,22.56,3.22,3.71,2021-09-06,1
17:13.4,9,2.22,22.11,3.04,3.98,2021-09-06,1
17:18.4,9,1.58,25.81,3.36,4.09,2021-09-06,1
17:23.4,9,1.82,22.98,3.76,3.32,2021-09-06,1
17:28.4,9,2.93,21.57,4.12,3.67,2021-09-06,1
17:33.5,9,2.23,23.97,3.09,3.33,2021-09-06,1
17:38.5,9,1.74,25.68,3.46,4.02,2021-09-06,1
17:43.5,9,2.29,21.41,3.83,3.46,2021-09-06,1
17:48.5,9,2.48,24.82,4.09,3.77,2021-09-06,1
17:53.5,9,2.43,25.56,3.58,3.21,2021-09-06,1
17:58.5,9,2.95,25.07,4.01,3.14,2021-09-06,1
18:03.5,9,1.89,24.7,4.22,3.86,2021-09-06,1
18:08.5,9,2.81,27.22,3.01,3.38,2021-09-06,1
18:13.5,9,2.95,21.75,4.47,4.8,2021-09-06,1
18:18.5,9,2.3,25.28,4.49,3.21,2021-09-06,1
18:23.5,9,2.85,27.69,3.69,4.92,2021-09-06,1
18:28.5,9,2.41,25.52,3.29,4.09,2021-09-06,1
18:33.5,9,2.69,26.25,3.32,3.44,2021-09-06,1
18:38.5,9,1.56,24.49,4.46,4.83,2021-09-06,1
18:43.5,9,1.78,22.35,4.35,3.72,2021-09-06,1
18:48.6,9,2.19,27.96,3.21,3.49,2021-09-06,1
18:53.6,9,2.17,25.85,4.29,4.19,2021-09-06,1
18:58.6,9,1.57,25.71,3.38,4.43,2021-09-06,1
19:03.6,9,2.54,21.37,3.08,3.14,2021-09-06,1
19:08.6,9,1.79,25.92,4.02,3.12,2021-09-06,1
19:13.6,9,1.51,22.93,4.1,3.2,2021-09-06,1
19:18.6,9,2.36,24.72,3.4,3.56,2021-09-06,1
19:23.6,9,1.73,22.52,3.59,4.39,2021-09-06,1
19:28.6,9,2.18,27.17,4.08,4.84,2021-09-06,1
19:33.6,9,2.98,25.72,3.37,3.02,2021-09-06,1
19:38.6,9,1.52,27.14,3.47,3.51,2021-09-06,1
19:43.6,9,1.67,26.57,3.57,3.19,2021-09-06,1
19:48.6,9,2.99,26.35,3.07,3.59,2021-09-06,1
19:53.6,9,1.73,24.61,3.62,4.69,2021-09-06,1
19:58.6,9,1.64,25.14,3.14,3.35,2021-09-06,1
20:03.6,9,2.53,23.85,3.22,3.68,2021-09-06,1
20:08.6,9,3.11,22.94,4.39,1.58,2021-09-06,1
20:13.6,9,2.67,25.79,3.74,3.56,2021-09-06,1
20:18.7,9,2.78,21.92,4.34,4.58,2021-09-06,1
20:23.7,9,1.76,21.61,4.08,4.32,2021-09-06,1
20:28.7,9,2.09,24.71,3.86,3.77,2021-09-06,1
20:33.7,9,1.73,25.88,4.42,4.15,2021-09-06,1
20:38.7,9,1.6,21.8,4.4,4.64,2021-09-06,1
20:43.7,9,2.64,22.7,3.39,3.21,2021-09-06,1
20:48.7,9,1.51,26.09,4.06,3.62,2021-09-06,1
20:53.7,9,2.59,26.19,4.3,3.98,2021-09-06,1
20:58.7,9,2.8,27.19,4.18,4.47,2021-09-06,1
21:03.7,9,2.55,22.63,3.74,4.99,2021-09-06,1
21:08.7,9,2.96,25.68,3.24,3.65,2021-09-06,1
21:13.7,9,2.23,21.62,4.21,3.12,2021-09-06,1
21:18.7,9,2,24.92,3.41,3.99,2021-09-06,1
21:23.7,9,1.88,24.05,3.57,4.9,2021-09-06,1
21:28.7,9,1.67,25.54,3.81,4.6,2021-09-06,1
21:33.7,9,2.71,22.56,3.61,3.97,2021-09-06,1
21:38.7,9,2.23,26.49,3.51,3.03,2021-09-06,1
21:43.7,9,2.27,24.36,3.57,3.26,2021-09-06,1
21:48.7,9,1.67,25.6,3.76,3.67,2021-09-06,1
22:15.6,10,1.76,25.5,4.36,3.12,2021-09-06,1
22:20.6,10,1.57,24.72,3.57,4.82,2021-09-06,1
22:25.6,10,2.85,23.09,4.35,3.18,2021-09-06,1
22:30.6,10,1.92,24.04,3.51,4.3,2021-09-06,1
22:35.6,10,2.56,24.41,3.27,3.18,2021-09-06,1
22:40.6,10,2.08,23.02,3.52,3.34,2021-09-06,1
22:45.6,10,1.6,23.4,3.7,3.96,2021-09-06,1
22:50.6,10,4.16,23.55,2.13,4.19,2021-09-06,1
22:55.6,10,2.61,25.7,3.43,4.02,2021-09-06,1
23:00.6,10,2.45,23.81,3.82,4.74,2021-09-06,1
23:05.6,10,2.51,26.06,3.64,4.19,2021-09-06,1
23:10.6,10,2.17,24.19,3.72,4.95,2021-09-06,1
23:15.6,10,2.23,21.53,3.96,4.78,2021-09-06,1
23:20.6,10,2.58,22.46,3.95,4.29,2021-09-06,1
23:25.7,10,1.82,25.63,4.07,4.55,2021-09-06,1
23:30.7,10,4.16,23.55,2.13,4.19,2021-09-06,1
23:35.7,10,2.54,21.85,4.04,4.49,2021-09-06,1
23:40.7,10,2.98,25.87,3.84,4.21,2021-09-06,1
23:45.7,10,1.54,22.18,3.01,4.35,2021-09-06,1
23:50.7,10,2.74,27.12,4.35,4.66,2021-09-06,1
23:55.7,10,2.69,21.26,3.01,3.42,2021-09-06,1
24:00.7,10,2.38,26.74,4.41,3.97,2021-09-06,1
24:05.7,10,1.78,25.15,4.05,4.44,2021-09-06,1
24:10.7,10,2.76,23.31,3.18,4.86,2021-09-06,1
24:15.7,10,2.47,21.42,3.56,4.76,2021-09-06,1
24:20.7,10,2.54,24.58,4.35,3.46,2021-09-06,1
24:25.7,10,2.45,25.93,4.41,4.87,2021-09-06,1
24:30.7,10,2.16,21.32,3.52,3.06,2021-09-06,1
24:35.7,10,2.74,24.24,3.26,4.45,2021-09-06,1
24:40.7,10,2.73,24.22,3.01,3.91,2021-09-06,1
24:45.7,10,2.16,26.17,3.94,4.62,2021-09-06,1
24:50.7,10,1.91,27.11,3.51,3.87,2021-09-06,1
24:55.7,10,2.92,25.42,3.18,4.37,2021-09-06,1
25:00.7,10,2.51,24.72,4.48,4.29,2021-09-06,1
25:05.8,10,2.39,24.72,4.16,4.15,2021-09-06,1
25:10.8,10,2.25,23.12,4.18,3.33,2021-09-06,1
25:15.8,10,2.3,23.97,4.13,4.49,2021-09-06,1
25:20.8,10,2.01,25.42,3.69,4.88,2021-09-06,1
25:25.8,10,2.4,24.75,4.11,4.71,2021-09-06,1
25:30.8,10,1.93,22.45,3.85,3.26,2021-09-06,1
25:35.8,10,2.31,27.46,4.49,4.72,2021-09-06,1
25:40.8,10,2.59,22.67,4.47,4.62,2021-09-06,1
25:45.8,10,1.62,25.34,3.49,3.5,2021-09-06,1
25:50.8,10,2.91,21.06,3.95,3.98,2021-09-06,1
25:55.8,10,2.88,23.47,3.24,4.37,2021-09-06,1
26:00.8,10,2.77,27.19,3.35,3.41,2021-09-06,1
26:05.8,10,2.1,25.87,3.84,4.67,2021-09-06,1
26:10.8,10,2.57,24.86,4.35,4.16,2021-09-06,1
26:15.8,10,4.16,23.55,2.13,4.19,2021-09-06,1
26:20.8,10,2.96,22.86,3.45,3.16,2021-09-06,1
26:25.8,10,2.01,23.05,3.56,3.2,2021-09-06,1
26:30.8,10,2.74,24.01,4.2,3.86,2021-09-06,1
26:35.8,10,2.19,25.61,3.81,4.26,2021-09-06,1
26:40.9,10,4.16,23.55,2.13,4.19,2021-09-06,1
26:45.9,10,2.37,22.23,3.4,3.59,2021-09-06,1
26:50.9,10,1.92,27.96,3.36,3.87,2021-09-06,1
26:55.9,10,1.94,24.87,3.07,4.25,2021-09-06,1
27:00.9,10,1.89,21.04,4.18,3.72,2021-09-06,1
27:05.9,10,2.04,24.35,3.89,3.31,2021-09-06,1
27:10.9,10,2.67,24.43,3.09,3.12,2021-09-06,1
27:15.9,10,1.6,25.52,3.32,3.02,2021-09-06,1
27:20.9,10,2.12,25.63,4.32,4.02,2021-09-06,1
27:25.9,10,2.62,22.03,3.99,4.04,2021-09-06,1
27:30.9,10,1.63,25.05,3.14,3.46,2021-09-06,1
27:35.9,10,1.73,23.65,3.03,4.42,2021-09-06,1
27:40.9,10,1.72,23.58,4.07,4.75,2021-09-06,1
27:45.9,10,2.98,22.91,3.69,4.55,2021-09-06,1
27:50.9,10,1.98,23.72,3.44,4.08,2021-09-06,1
27:55.9,10,2.77,24.99,3.79,4.48,2021-09-06,1
28:22.1,11,1.99,27.62,3.73,3.66,2021-09-06,1
28:27.1,11,1.6,26.68,4.41,3.35,2021-09-06,1
28:32.1,11,2.25,21.53,3.61,4.79,2021-09-06,1
28:37.1,11,2.65,22.86,4.48,4.34,2021-09-06,1
28:42.1,11,2.1,25.52,3.09,3.38,2021-09-06,1
28:47.1,11,1.51,24.38,3.34,3.24,2021-09-06,1
28:52.1,11,2.1,23.87,3.24,4.01,2021-09-06,1
28:57.1,11,1.76,23.42,3.28,4.7,2021-09-06,1
29:02.1,11,2.65,25.94,3.57,3.81,2021-09-06,1
29:07.2,11,1.96,22.82,3.53,4.06,2021-09-06,1
29:12.2,11,1.58,23.81,3.21,3.13,2021-09-06,1
29:17.2,11,2.8,23.73,3.42,4.65,2021-09-06,1
29:22.2,11,1.88,22.02,4.42,4.85,2021-09-06,1
29:27.2,11,1.86,26.05,3.86,3.36,2021-09-06,1
29:32.2,11,2.05,23.08,3.4,3.65,2021-09-06,1
29:37.2,11,2.56,21.92,3.89,4.76,2021-09-06,1
29:42.2,11,1.89,24.12,3.58,4.01,2021-09-06,1
29:47.2,11,1.77,21.26,3.95,3.23,2021-09-06,1
29:52.2,11,2.14,23.26,4.11,3.05,2021-09-06,1
29:57.2,11,1.65,26.49,3.23,3.1,2021-09-06,1
30:02.2,11,1.73,23.43,3.91,3.94,2021-09-06,1
30:07.2,11,1.76,23.85,3.31,3.53,2021-09-06,1
30:12.2,11,1.98,24.03,4.46,3.49,2021-09-06,1
30:17.2,11,2.88,22.57,4.04,3.46,2021-09-06,1
30:22.2,11,2.05,24.42,3.32,3.17,2021-09-06,1
30:27.2,11,2.07,22.86,3.56,4.82,2021-09-06,1
30:32.2,11,2.66,25.89,3.54,4.98,2021-09-06,1
30:37.2,11,1.94,24.88,3.48,3.93,2021-09-06,1
30:42.2,11,2.69,24.01,4,3.77,2021-09-06,1
30:47.3,11,1.78,26.87,3.66,3.41,2021-09-06,1
30:52.3,11,2.64,26.5,4.08,4.19,2021-09-06,1
30:57.3,11,2.43,25.99,3.78,4.97,2021-09-06,1
31:02.3,11,2.8,25.83,3.9,4.43,2021-09-06,1
31:07.3,11,2.48,27.37,4.45,3.09,2021-09-06,1
31:12.3,11,2.67,23.09,3.14,4.55,2021-09-06,1
31:17.3,11,2.15,25.88,3.42,4.3,2021-09-06,1
31:22.3,11,2.12,23.17,3.37,4.8,2021-09-06,1
31:27.3,11,2.35,27.23,3.31,4.21,2021-09-06,1
31:32.3,11,1.63,26.28,3.84,4.62,2021-09-06,1
31:37.3,11,1.58,23.21,3.29,4.27,2021-09-06,1
31:42.3,11,1.81,22.59,4.14,3.82,2021-09-06,1
31:47.3,11,2.9,25.51,4.08,3.77,2021-09-06,1
31:52.3,11,2.54,26.78,3.56,3.72,2021-09-06,1
31:57.3,11,2.09,21.13,3.38,3.32,2021-09-06,1
32:02.3,11,2.96,22.82,3.74,3.92,2021-09-06,1
32:07.3,11,2.32,26.25,4.42,4,2021-09-06,1
32:12.3,11,1.71,21.62,4.21,4.27,2021-09-06,1
32:17.3,11,2.91,26.97,3.31,4.77,2021-09-06,1
32:22.3,11,2.81,26.94,3.06,4.39,2021-09-06,1
32:27.3,11,2.15,23.54,3.02,4.23,2021-09-06,1
32:32.3,11,2.12,26.48,4.15,4.52,2021-09-06,1
32:37.3,11,1.73,22.27,4.44,3.84,2021-09-06,1
32:42.3,11,2.32,23.63,3.84,4.95,2021-09-06,1
32:47.4,11,1.53,23.48,3.31,3.48,2021-09-06,1
32:52.4,11,1.54,24.15,4.25,4.48,2021-09-06,1
32:57.4,11,1.9,27,3.52,3.24,2021-09-06,1
33:02.4,11,1.97,24.8,3.8,3.26,2021-09-06,1
33:07.4,11,1.79,21.9,3.23,3.71,2021-09-06,1
33:12.4,11,2.5,24.75,4.31,4.86,2021-09-06,1
33:17.4,11,1.53,21.38,3.42,4.25,2021-09-06,1
33:22.4,11,2.9,27.84,3.91,3.11,2021-09-06,1
33:27.4,11,2.2,22.58,3.96,3.05,2021-09-06,1
33:32.4,11,2.64,24.12,3.62,4.9,2021-09-06,1
33:37.4,11,1.79,21.71,3.58,3.42,2021-09-06,1
33:42.4,11,1.62,26.72,3.34,4.21,2021-09-06,1
33:47.4,11,2.97,24.13,4.13,3.08,2021-09-06,1
33:52.4,11,2.45,24.05,3.4,3.54,2021-09-06,1
33:57.4,11,1.92,27.19,3.73,4.66,2021-09-06,1
34:02.4,11,1.96,23.85,4.22,4.11,2021-09-06,1
34:30.1,12,2.38,24.65,3.48,4.31,2021-09-06,1
34:35.1,12,1.51,22.46,4.42,4.18,2021-09-06,1
34:40.1,12,1.89,26,3.8,3.05,2021-09-06,1
34:45.1,12,2.26,26.92,3.12,4.86,2021-09-06,1
34:50.1,12,2.33,23.73,4.41,4.82,2021-09-06,1
34:55.1,12,1.97,23.34,3.44,4.42,2021-09-06,1
35:00.1,12,1.82,23.9,3.18,3.89,2021-09-06,1
35:05.1,12,2.48,25.61,4.06,3.84,2021-09-06,1
35:10.1,12,2.57,23.81,4.34,3.57,2021-09-06,1
35:15.1,12,1.94,21.81,3.67,4.35,2021-09-06,1
35:20.1,12,2.85,25.37,4.19,3.01,2021-09-06,1
35:25.1,12,2.08,25.04,4.38,4.16,2021-09-06,1
35:30.1,12,1.92,25.39,4.45,4.55,2021-09-06,1
35:35.1,12,2.44,21.04,4.17,4.13,2021-09-06,1
35:40.1,12,2.39,26.39,3.99,4.29,2021-09-06,1
35:45.2,12,2.24,22.86,4.3,3.47,2021-09-06,1
35:50.2,12,1.86,27.98,3.79,4.55,2021-09-06,1
35:55.2,12,2.02,25.92,4.39,4.08,2021-09-06,1
36:00.2,12,2.66,23.29,4.45,4.04,2021-09-06,1
36:05.2,12,1.76,21.79,4.42,3.87,2021-09-06,1
36:10.2,12,1.6,23.09,3.24,3.15,2021-09-06,1
36:15.2,12,2.28,24.34,3.13,3.74,2021-09-06,1
36:20.2,12,2.2,24.46,4.49,4.6,2021-09-06,1
36:25.2,12,1.7,25.98,3.91,3.66,2021-09-06,1
36:30.2,12,2.52,26.47,3.01,4.1,2021-09-06,1
36:35.2,12,2.05,25.52,3.08,3.36,2021-09-06,1
36:40.2,12,2.83,25.9,3.84,4.37,2021-09-06,1
36:45.2,12,2.24,24.88,3.41,3.71,2021-09-06,1
36:50.2,12,2.37,23.22,3.24,3.9,2021-09-06,1
36:55.2,12,2.43,24.43,3.31,3.58,2021-09-06,1
37:00.2,12,1.56,26,4.09,4.82,2021-09-06,1
37:05.2,12,1.8,23.5,3.65,3.52,2021-09-06,1
37:10.2,12,1.58,24.31,4.23,2.07,2021-09-06,1
37:15.2,12,2.9,21.13,3.66,3.85,2021-09-06,1
37:20.2,12,2.74,26.13,3.42,3.04,2021-09-06,1
37:25.2,12,1.96,24.29,4.42,4.42,2021-09-06,1
37:30.2,12,1.89,22.65,3.28,4.67,2021-09-06,1
37:35.3,12,2.64,22.49,3.24,4.09,2021-09-06,1
37:40.3,12,1.78,24.67,4.06,4.28,2021-09-06,1
37:45.3,12,2.53,25.95,4.25,3.31,2021-09-06,1
37:50.3,12,1.7,25.2,4.37,4.08,2021-09-06,1
37:55.3,12,1.57,21.12,3.09,4.71,2021-09-06,1
38:00.3,12,2.13,27.19,3.66,4.11,2021-09-06,1
38:05.3,12,1.66,26.77,4.33,4.29,2021-09-06,1
38:10.3,12,2.19,23.26,3.93,3.05,2021-09-06,1
38:15.3,12,2.13,22.52,4.47,4.76,2021-09-06,1
38:20.3,12,2.95,23.55,3.14,4.86,2021-09-06,1
38:25.3,12,1.76,23.36,3.4,4.7,2021-09-06,1
38:30.3,12,2.94,21.77,4.19,4.5,2021-09-06,1
38:35.3,12,2.63,22.11,4.16,4.52,2021-09-06,1
38:40.3,12,1.97,24.47,3.26,3.1,2021-09-06,1
38:45.3,12,2.33,25.61,4,4.53,2021-09-06,1
38:50.3,12,2.15,23.25,3.57,4.67,2021-09-06,1
38:55.3,12,1.97,25,3.27,3.81,2021-09-06,1
39:00.3,12,2.9,24.56,3.75,4.22,2021-09-06,1
39:05.3,12,1.62,25.85,3.97,3.48,2021-09-06,1
39:10.3,12,2.14,23.62,3.1,3.87,2021-09-06,1
39:15.3,12,2.03,24.12,3.72,4.52,2021-09-06,1
39:20.3,12,1.64,23.53,4.17,3.1,2021-09-06,1
39:25.4,12,1.8,24.43,4.11,3.62,2021-09-06,1
39:30.4,12,1.69,27.34,3.63,3.02,2021-09-06,1
39:35.4,12,2.3,27.83,3.52,3.65,2021-09-06,1
39:40.4,12,2.97,21.31,3.67,4.92,2021-09-06,1
39:45.4,12,2.73,25.77,4.24,4.08,2021-09-06,1
39:50.4,12,1.71,21.16,3.67,4.56,2021-09-06,1
39:55.4,12,2.69,22.65,4.14,3.99,2021-09-06,1
40:00.4,12,2.77,24.12,3.22,4.77,2021-09-06,1
40:05.4,12,1.52,23.57,3.29,3.65,2021-09-06,1
40:10.4,12,2.44,22.21,3.4,3.8,2021-09-06,1
40:36.7,13,2.83,22.54,3.35,4.66,2021-09-06,1
40:41.7,13,2.85,27.77,4.42,3.74,2021-09-06,1
40:46.7,13,2.68,22.8,4.26,4.37,2021-09-06,1
40:51.7,13,2.72,25.97,3.18,2.3,2021-09-06,1
40:56.7,13,2.43,25.52,4.29,3.43,2021-09-06,1
41:01.7,13,2.1,25.92,3.69,3.66,2021-09-06,1
41:06.7,13,2.99,21.21,4.24,4.66,2021-09-06,1
41:11.7,13,1.68,26.33,3.75,3.37,2021-09-06,1
41:16.7,13,1.77,24.31,3.38,4.57,2021-09-06,1
41:21.7,13,1.55,22.89,3.2,4.02,2021-09-06,1
41:26.8,13,2.21,24.68,3.58,4.87,2021-09-06,1
41:31.8,13,2.55,27.19,3.94,3.75,2021-09-06,1
41:36.8,13,1.85,27.7,3.65,3.67,2021-09-06,1
41:41.8,13,1.84,25.6,4.23,4.18,2021-09-06,1
41:46.8,13,2.99,25.66,3.68,4.89,2021-09-06,1
41:51.8,13,2.19,25.05,4.43,3.84,2021-09-06,1
41:56.8,13,2.48,24.34,3.34,4.6,2021-09-06,1
42:01.8,13,2.93,26.84,4.12,3.66,2021-09-06,1
42:06.8,13,2.49,25.36,3.36,3.05,2021-09-06,1
